,o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
1413,5638,1078,F,104992.42,1994-01-17,1-URGENT,Clerk#000000355,0,"enly bold deposits eat. special realms play against the regular, speci"
1414,5639,1450,F,13962.03,1994-06-02,3-MEDIUM,Clerk#000000005,0,ending packages use after the blithely regular accounts. regular package
1415,5664,1186,O,241226.07,1998-07-23,2-HIGH,Clerk#000000789,0,the quickly ironic dolp
1416,5665,994,F,162407.28,1993-06-28,4-NOT SPECIFIED,Clerk#000000513,0, carefully special instructions. ironic pinto beans nag slyly blithe
1417,5666,139,F,158442.98,1994-02-02,2-HIGH,Clerk#000000396,0,mptotes. quickly final instructions are 
1418,5667,434,O,48054.7,1995-08-10,1-URGENT,Clerk#000000358,0,s print upon the quickly ironic packa
1419,5668,1088,F,14179.13,1995-03-22,4-NOT SPECIFIED,Clerk#000000047,0,p slyly slyly express accoun
1420,5669,736,O,168537.13,1996-05-06,1-URGENT,Clerk#000000336,0,ng packages nag fluffily furio
1421,5670,64,F,153552.69,1993-04-21,5-LOW,Clerk#000000922,0,he carefully final packages. deposits are slyly among the requests. 
1422,5671,418,O,195159.38,1998-02-06,2-HIGH,Clerk#000000838,0,k dependencies. slyly 
1423,5696,1411,P,274605.94,1995-05-04,1-URGENT,Clerk#000000447,0,e quickly unusual pack
1424,5697,541,F,136651.75,1992-10-05,1-URGENT,Clerk#000000112,0,"pendencies impress furiously. bold, final requests solve ab"
1425,5698,943,F,204527.94,1994-05-21,3-MEDIUM,Clerk#000000455,0,he furiously silent accounts haggle blithely against the carefully unusual
1426,5699,1414,F,300221.03,1992-07-30,5-LOW,Clerk#000000311,0,"o beans. ironic asymptotes boost. blithe, final courts integrate"
1427,5700,1427,O,97397.92,1997-12-25,1-URGENT,Clerk#000000618,0,ly pending dolphins sleep carefully slyly pending i
1428,5701,421,O,25111.71,1997-02-07,5-LOW,Clerk#000000798,0, blithely final pinto beans. blit
1429,5702,967,F,235263.35,1993-09-07,4-NOT SPECIFIED,Clerk#000000743,0,ironic accounts. final accounts wake express deposits. final pac
1430,5703,1196,F,3268.07,1993-05-16,3-MEDIUM,Clerk#000000647,0,ly special instructions. slyly even reque
1431,5728,793,F,120489.88,1994-12-11,4-NOT SPECIFIED,Clerk#000000426,0,furiously express pin
1432,5729,434,F,93102.37,1994-10-10,2-HIGH,Clerk#000000843,0,uffily sly accounts about
1433,5730,110,O,18116.22,1997-12-18,1-URGENT,Clerk#000000181,0,l platelets. ironic pinto beans wake slyly. quickly b
1434,5731,79,O,80961.79,1997-05-17,5-LOW,Clerk#000000841,0, silent excuses among the express accounts wake 
1435,5732,352,O,35016.82,1997-08-03,1-URGENT,Clerk#000000910,0,he quickly bold asymptotes: final platelets wake quickly. blithely final pinto
1436,5733,1003,F,50786.52,1993-03-17,2-HIGH,Clerk#000000873,0,osits. pending accounts boost quickly. furiously permanent acco
1437,5734,925,O,71965.89,1997-10-12,3-MEDIUM,Clerk#000000084,0,efully even braids detect blithely alo
1438,5735,395,F,61436.03,1994-12-11,3-MEDIUM,Clerk#000000600,0, bold realms cajole slyly fu
1439,5760,241,F,68043.47,1994-05-25,4-NOT SPECIFIED,Clerk#000000498,0,s among the blithely regular frays haggle ironically bold theodolites. al
1440,5761,151,O,184256.14,1998-07-06,3-MEDIUM,Clerk#000000208,0,"s asymptotes cajole boldly. regular, "
1441,5762,481,O,217243.2,1997-02-14,1-URGENT,Clerk#000000901,0,ly bold packages: slyly ironic deposits sleep quietly foxes. express a
1442,5763,74,O,165052.79,1998-06-26,4-NOT SPECIFIED,Clerk#000000633,0,according to the furiously regular pinto beans. even accounts wake fu
1443,5764,1306,F,68406.47,1993-10-03,4-NOT SPECIFIED,Clerk#000000363,0, furiously regular deposits haggle fluffily around th
1444,5765,518,F,354366.71,1994-12-15,5-LOW,Clerk#000000959,0,longside of the quickly final packages. instructions so
1445,5766,476,F,62642.11,1993-09-27,5-LOW,Clerk#000000753,0,. quickly final packages print slyly. fu
1446,5767,1174,F,204654.62,1992-04-29,2-HIGH,Clerk#000000225,0,ts wake fluffily above the r
1447,5792,256,F,216427.94,1993-04-04,2-HIGH,Clerk#000000731,0,packages. doggedly bold deposits integrate furiously across the
1448,5793,362,O,169572.44,1997-07-13,2-HIGH,Clerk#000000294,0,thely. fluffily even instructi
1449,5794,80,F,152918.94,1993-04-05,5-LOW,Clerk#000000855,0,t accounts kindle about the gifts. as
1450,5795,368,F,59513.9,1992-05-05,2-HIGH,Clerk#000000581,0, even instructions x-ray ironic req
1451,5796,1493,O,35978.09,1996-01-23,3-MEDIUM,Clerk#000000326,0,"eodolites. slyly ironic pinto beans at the silent, special request"
1452,5797,1216,O,24070.2,1997-10-15,4-NOT SPECIFIED,Clerk#000000381,0,ng! packages against the blithely b
1453,5798,1057,O,149833.2,1998-03-30,5-LOW,Clerk#000000343,0,lent accounts affix quickly! platelets run slyly slyly final packages. f
1454,5799,260,O,133862.33,1995-08-03,1-URGENT,Clerk#000000238,0, unusual deposits sleep blithely along the carefully even requests. care
1455,5824,556,O,255277.52,1996-12-03,2-HIGH,Clerk#000000171,0,unusual packages. even ideas along the even requests are along th
1456,5825,607,F,32267.34,1995-02-21,5-LOW,Clerk#000000494,0,regular packages use bravely.
1457,5826,217,O,32370.45,1998-06-13,1-URGENT,Clerk#000000087,0,"even, regular dependenc"
1458,5827,305,O,179433.51,1998-07-23,3-MEDIUM,Clerk#000000660,0,hely furiously blithe dolphins. slyly 
1459,5828,1270,F,77774.16,1994-03-06,5-LOW,Clerk#000000377,0,ages boost never during the final packa
1460,5829,1246,O,274279.62,1997-01-11,1-URGENT,Clerk#000000196,0,gular accounts. bold accounts are blithely furiously ironic r
1461,5830,836,F,39788.96,1993-03-25,3-MEDIUM,Clerk#000000233,0,"lites haggle. ironic, ironic instructions maintain blit"
1462,5831,1387,O,159764.61,1996-11-17,5-LOW,Clerk#000000585,0,"s final, final pinto beans. unusual depos"
1463,5856,361,F,95904.56,1994-11-06,2-HIGH,Clerk#000000634,0,special excuses. slyly final theodolites cajole blithely furiou
1464,5857,1231,O,263158.48,1997-11-06,4-NOT SPECIFIED,Clerk#000000267,0,gage blithely. quickly special ac
1465,5858,625,F,227582.06,1992-07-14,4-NOT SPECIFIED,Clerk#000000580,0,lyly pending dugouts believe through the ironic deposits. silent s
1466,5859,43,O,320141.27,1997-04-23,1-URGENT,Clerk#000000993,0,requests boost. asymptotes across the deposits solve slyly furiously pendin
1467,5860,127,F,14002.56,1992-02-20,4-NOT SPECIFIED,Clerk#000000079,0," beans. bold, special foxes sleep about the ir"
1468,5861,1387,O,69464.42,1997-04-10,3-MEDIUM,Clerk#000000094,0,rthogs cajole slyly. express packages sleep blithely final 
1469,5862,628,O,30940.39,1997-02-20,1-URGENT,Clerk#000000039,0,leep beneath the quickly busy excuses. ironic theodolit
1470,5863,641,F,96316.78,1993-11-22,3-MEDIUM,Clerk#000000774,0,ets about the slyly pending ideas sleep according to the blithely 
1471,5888,448,O,92148.63,1996-09-28,3-MEDIUM,Clerk#000000748,0,quickly against the furiously final requests. evenly fi
1472,5889,209,O,26237.34,1995-05-23,5-LOW,Clerk#000000690,0,ites wake across the slyly ironic
1473,5890,487,F,41609.58,1992-11-04,2-HIGH,Clerk#000000013,0,"packages. final, final reques"
1474,5891,452,F,68375.28,1992-12-29,3-MEDIUM,Clerk#000000302,0,ounts haggle furiously abo
1475,5892,1003,P,122565.47,1995-05-09,5-LOW,Clerk#000000639,0, pending instruction
1476,5893,19,F,53359.53,1992-07-08,4-NOT SPECIFIED,Clerk#000000560,0,final sentiments. instructions boost above the never speci
1477,5894,703,F,107123.24,1994-08-13,2-HIGH,Clerk#000000776,0,regular deposits wake
1478,5895,622,O,284265.76,1997-01-01,4-NOT SPECIFIED,Clerk#000000747,0," ironic, unusual requests cajole blithely special, special deposits. s"
1479,5920,1189,F,227213.95,1994-11-20,2-HIGH,Clerk#000000081,0,ns: even ideas cajole slyly among the packages. never ironic patterns
1480,5921,571,F,224503.6,1994-04-07,5-LOW,Clerk#000000125,0,kly special requests breach.
1481,5922,1426,O,224288.29,1996-11-14,5-LOW,Clerk#000000625,0, ironic instructions haggle furiously blithely regular accounts: even platele
1482,5923,1003,O,220218.91,1997-05-27,2-HIGH,Clerk#000000304,0,"o beans haggle slyly above the regular, even dependencies"
1483,5924,305,O,154229.85,1995-10-10,3-MEDIUM,Clerk#000000433,0,arefully after the pains. blithely ironic pinto 
1484,5925,1453,O,373674.8,1995-11-13,5-LOW,Clerk#000000602,0,ourts. boldly regular foxes might sleep. slyly express tithes against 
1485,5926,748,F,146768.49,1994-05-20,5-LOW,Clerk#000000071,0, carefully after the furiously even re
1486,5927,1153,O,136294.71,1997-08-28,4-NOT SPECIFIED,Clerk#000000972,0,endencies according to the slyly ironic foxes detect furiously about the furio
1487,5952,1462,O,209693.87,1997-04-14,3-MEDIUM,Clerk#000000950,0," regular, final pla"
1488,5953,58,F,117651.4,1992-03-28,1-URGENT,Clerk#000000049,0,ages are furiously. slowly bold requests
1489,5954,268,F,282400.28,1992-12-03,1-URGENT,Clerk#000000968,0,requests along the blith
1490,5955,922,P,79722.29,1995-03-27,5-LOW,Clerk#000000340,0,deas integrate. fluffily regular pa
1491,5956,208,O,166980.55,1998-05-18,1-URGENT,Clerk#000000587,0,"le even, express platelets."
1492,5957,883,F,312733.08,1993-12-27,2-HIGH,Clerk#000000020,0, dependencies are slyly. bold accounts according to the carefully regular r
1493,5958,1141,O,191632.81,1995-09-16,3-MEDIUM,Clerk#000000787,0,e final requests detect alongside of the qu
1494,5959,230,F,253103.52,1992-05-15,3-MEDIUM,Clerk#000000913,0,"into beans use ironic, unusual foxes. carefully regular excuses boost caref"
1495,5984,688,F,114443.53,1994-06-18,5-LOW,Clerk#000000023,0,ickly final pains haggle along the furiously ironic pinto bea
1496,5985,1430,F,7032.58,1995-01-12,3-MEDIUM,Clerk#000000417,0,as nag fluffily slyly permanent accounts. regular depo
1497,5986,1147,F,157431.69,1992-04-22,2-HIGH,Clerk#000000674,0,iously unusual notornis are 
1498,5987,637,O,175766.07,1996-08-03,1-URGENT,Clerk#000000464,0, ideas. quietly final accounts haggle blithely pending escapade
1499,5988,293,F,63006.4,1993-11-22,4-NOT SPECIFIED,Clerk#000000867,0,fully express accounts. final pi
