,l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
2780,2755,1151,52,5,48,50503.2,0.05,0.06,R,F,1992-03-22,1992-03-10,1992-04-14,DELIVER IN PERSON,MAIL,yly even epitaphs for the 
2781,2756,1173,74,1,35,37595.95,0.03,0.02,R,F,1994-06-08,1994-06-01,1994-06-21,TAKE BACK RETURN,AIR, deposits grow bold sheaves; iro
2782,2756,793,58,2,47,79608.13,0.06,0.01,R,F,1994-05-10,1994-05-25,1994-05-13,NONE,AIR,"e final, f"
2783,2756,1049,85,3,31,29451.24,0.01,0.07,A,F,1994-07-27,1994-07-06,1994-08-22,TAKE BACK RETURN,TRUCK,en instructions use quickly.
2784,2756,718,51,4,30,48561.3,0.0,0.04,A,F,1994-06-05,1994-06-30,1994-06-14,DELIVER IN PERSON,TRUCK,ular packages. regular deposi
2785,2757,1474,14,1,26,35762.22,0.07,0.0,N,O,1995-08-19,1995-10-02,1995-09-06,DELIVER IN PERSON,MAIL,around the blithely
2786,2757,219,47,2,12,13430.52,0.07,0.08,N,O,1995-08-01,1995-09-04,1995-08-08,TAKE BACK RETURN,SHIP," regular, eve"
2787,2757,728,61,3,17,27688.24,0.1,0.04,N,O,1995-09-06,1995-09-27,1995-09-22,DELIVER IN PERSON,AIR,er the furiously silent 
2788,2757,1392,69,4,25,32334.75,0.08,0.01,N,O,1995-11-09,1995-09-12,1995-11-23,NONE,AIR,uickly regular 
2789,2757,697,60,5,14,22367.66,0.04,0.05,N,O,1995-09-01,1995-08-24,1995-09-03,TAKE BACK RETURN,SHIP,special deposits u
2790,2758,1209,84,1,20,22204.0,0.02,0.04,N,O,1998-07-27,1998-09-10,1998-08-21,TAKE BACK RETURN,AIR,ptotes sleep furiously
2791,2758,229,57,2,17,19196.74,0.1,0.06,N,O,1998-09-25,1998-10-03,1998-10-25,NONE,MAIL, accounts! qui
2792,2758,256,11,3,1,1156.25,0.06,0.02,N,O,1998-10-09,1998-09-15,1998-10-16,NONE,TRUCK,ake furious
2793,2759,590,81,1,10,14905.9,0.1,0.03,R,F,1993-12-14,1994-01-08,1994-01-01,COLLECT COD,FOB,s. busily ironic theodo
2794,2759,1127,100,2,37,38040.44,0.0,0.06,R,F,1994-03-05,1994-02-22,1994-03-18,DELIVER IN PERSON,REG AIR,lar Tiresias affix ironically carefully sp
2795,2759,1117,90,3,11,11199.21,0.03,0.08,A,F,1994-01-24,1994-01-16,1994-02-21,DELIVER IN PERSON,TRUCK,hely regular 
2796,2759,228,83,4,31,34974.82,0.02,0.05,A,F,1994-01-11,1994-01-15,1994-01-23,NONE,SHIP,ithely aft
2797,2784,324,81,1,45,55094.4,0.03,0.01,N,O,1998-02-15,1998-04-07,1998-02-26,COLLECT COD,AIR,yly along the asymptotes. reque
2798,2784,536,37,2,23,33040.19,0.03,0.05,N,O,1998-03-28,1998-02-07,1998-04-17,DELIVER IN PERSON,AIR,uests lose after 
2799,2784,1748,33,3,40,65989.6,0.07,0.01,N,O,1998-04-28,1998-03-19,1998-05-03,DELIVER IN PERSON,TRUCK,deas nag furiously never unusual 
2800,2784,281,82,4,3,3543.84,0.04,0.03,N,O,1998-01-19,1998-04-05,1998-02-05,TAKE BACK RETURN,AIR,n packages. foxes haggle quickly sile
2801,2785,991,60,1,34,64327.66,0.08,0.06,N,O,1995-08-07,1995-09-09,1995-09-05,NONE,RAIL,ly final packages haggl
2802,2785,1098,4,2,37,36966.33,0.08,0.04,N,O,1995-07-25,1995-09-12,1995-08-06,DELIVER IN PERSON,TRUCK,tructions. furiously 
2803,2785,646,40,3,33,51039.12,0.08,0.06,N,O,1995-10-16,1995-08-24,1995-11-02,DELIVER IN PERSON,MAIL,fter the furiously final p
2804,2785,472,31,4,34,46663.98,0.0,0.02,N,O,1995-09-16,1995-09-09,1995-10-11,COLLECT COD,SHIP,kages wake carefully silent 
2805,2786,1356,71,1,15,18860.25,0.03,0.04,A,F,1992-05-19,1992-05-08,1992-05-28,COLLECT COD,TRUCK,low deposits are ironic
2806,2786,502,93,2,42,58905.0,0.1,0.04,R,F,1992-05-15,1992-04-22,1992-05-30,DELIVER IN PERSON,AIR,unts are against the furious
2807,2786,1554,35,3,41,59677.55,0.04,0.05,R,F,1992-07-01,1992-06-04,1992-07-13,COLLECT COD,RAIL,ix requests. bold requests a
2808,2786,227,28,4,24,27053.28,0.05,0.02,A,F,1992-04-04,1992-06-09,1992-05-02,DELIVER IN PERSON,MAIL,ans. slyly unusual platelets detect. unus
2809,2786,495,54,5,43,60006.07,0.06,0.03,R,F,1992-04-22,1992-05-13,1992-04-29,NONE,RAIL,ons. theodolites after
2810,2786,1613,55,6,21,31806.81,0.08,0.0,A,F,1992-05-03,1992-05-01,1992-05-14,COLLECT COD,AIR,slow instructi
2811,2787,325,10,1,4,4901.28,0.04,0.04,N,O,1996-01-26,1995-11-26,1996-02-20,TAKE BACK RETURN,SHIP,ts. instructions nag furiously according 
2812,2788,1762,63,1,16,26620.16,0.06,0.06,A,F,1994-10-04,1994-11-25,1994-10-18,DELIVER IN PERSON,AIR, requests wake carefully. carefully si
2813,2789,1625,49,1,16,24425.92,0.03,0.02,N,O,1998-04-18,1998-05-25,1998-05-12,DELIVER IN PERSON,REG AIR,o beans use carefully
2814,2789,229,30,2,41,46298.02,0.02,0.05,N,O,1998-03-20,1998-05-15,1998-03-21,COLLECT COD,MAIL,d packages-- fluffily specia
2815,2789,1759,44,3,33,54804.75,0.06,0.02,N,O,1998-04-21,1998-05-02,1998-04-30,COLLECT COD,TRUCK,deposits. ironic 
2816,2789,160,13,4,47,49827.52,0.02,0.04,N,O,1998-03-29,1998-05-05,1998-04-07,NONE,RAIL,usly busy packages wake against the unusual
2817,2789,1967,100,5,23,42986.08,0.02,0.07,N,O,1998-03-25,1998-05-10,1998-04-24,COLLECT COD,RAIL,cording to the careful de
2818,2789,1437,38,6,16,21414.88,0.07,0.03,N,O,1998-05-11,1998-05-08,1998-05-24,TAKE BACK RETURN,RAIL,d the carefully iron
2819,2789,1323,100,7,42,51421.44,0.01,0.0,N,O,1998-04-28,1998-05-17,1998-05-24,TAKE BACK RETURN,AIR,ending packages shoul
2820,2790,1843,44,1,27,47110.68,0.06,0.08,R,F,1994-09-04,1994-09-27,1994-09-16,TAKE BACK RETURN,MAIL,ilent packages cajole. quickly ironic requ
2821,2790,1170,7,2,50,53558.5,0.0,0.06,A,F,1994-12-08,1994-11-17,1994-12-19,NONE,RAIL,fter the regular ideas. f
2822,2790,1832,19,3,19,32942.77,0.06,0.0,R,F,1994-10-23,1994-10-03,1994-10-26,TAKE BACK RETURN,RAIL,uffily even excuses. furiously thin
2823,2790,1965,66,4,24,44807.04,0.07,0.01,A,F,1994-12-04,1994-10-10,1994-12-25,NONE,MAIL,ments. slyly f
2824,2790,1480,81,5,11,15196.28,0.08,0.03,A,F,1994-09-28,1994-11-14,1994-10-04,TAKE BACK RETURN,AIR,lar requests poach slyly foxes
2825,2790,727,60,6,13,21160.36,0.08,0.0,R,F,1994-09-20,1994-10-10,1994-10-20,COLLECT COD,SHIP,n deposits according to the regul
2826,2790,40,16,7,32,30081.28,0.08,0.02,A,F,1994-09-25,1994-10-26,1994-10-01,NONE,SHIP,ully pending
2827,2791,587,88,1,49,72891.42,0.1,0.04,A,F,1995-01-11,1994-11-10,1995-02-08,COLLECT COD,MAIL," accounts sleep at the bold, regular pinto "
2828,2791,629,30,2,4,6118.48,0.1,0.08,A,F,1995-01-02,1994-12-28,1995-01-29,NONE,SHIP,slyly bold packages boost. slyly
2829,2791,1323,62,3,44,53870.08,0.08,0.06,R,F,1994-11-17,1994-11-12,1994-12-14,NONE,FOB,heodolites use furio
2830,2791,1559,80,4,24,35053.2,0.04,0.02,R,F,1995-01-30,1994-11-20,1995-02-08,DELIVER IN PERSON,TRUCK,ilent forges. quickly special pinto beans 
2831,2791,1046,52,5,8,7576.32,0.02,0.04,R,F,1995-01-30,1994-11-24,1995-02-13,NONE,FOB,se. close ideas alongs
2832,2791,745,42,6,9,14811.66,0.08,0.02,R,F,1994-11-19,1994-12-14,1994-12-10,TAKE BACK RETURN,AIR,pendencies. blithely bold patterns acr
2833,2791,287,69,7,26,30869.28,0.06,0.03,R,F,1995-02-06,1994-12-07,1995-02-23,DELIVER IN PERSON,AIR,uriously special instructio
2834,2816,583,84,1,33,48958.14,0.0,0.07,R,F,1994-10-19,1994-11-10,1994-11-09,NONE,REG AIR,s; slyly even theodo
2835,2816,1414,15,2,4,5261.64,0.05,0.04,R,F,1994-12-11,1994-12-07,1995-01-03,NONE,FOB,. blithely pending id
2836,2816,1205,43,3,4,4424.8,0.02,0.06,R,F,1994-12-12,1994-12-05,1994-12-30,NONE,RAIL, requests print above the final deposits
2837,2817,596,27,1,25,37414.75,0.07,0.01,R,F,1994-04-21,1994-06-20,1994-05-07,DELIVER IN PERSON,FOB,doze blithely.
2838,2817,313,42,2,5,6066.55,0.03,0.04,A,F,1994-05-07,1994-05-31,1994-05-12,TAKE BACK RETURN,AIR,furiously unusual theodolites use furiou
2839,2817,1712,39,3,35,56479.85,0.01,0.07,A,F,1994-05-20,1994-06-03,1994-05-22,COLLECT COD,FOB,gular foxes
2840,2817,1609,10,4,4,6042.4,0.0,0.05,R,F,1994-06-04,1994-06-11,1994-06-10,NONE,TRUCK,n accounts wake across the fluf
2841,2818,1204,16,1,12,13262.4,0.1,0.03,A,F,1995-02-01,1995-03-10,1995-02-16,NONE,AIR,lms. quickly bold asymp
2842,2818,1988,77,2,22,41579.56,0.06,0.07,R,F,1995-02-28,1995-03-10,1995-03-06,TAKE BACK RETURN,RAIL,egrate toward the carefully iron
2843,2818,443,44,3,11,14777.84,0.01,0.06,R,F,1995-02-18,1995-02-11,1995-03-19,TAKE BACK RETURN,TRUCK,ggle across the carefully blithe
2844,2818,398,83,4,32,41548.48,0.08,0.08,R,F,1995-02-04,1995-03-05,1995-02-18,COLLECT COD,REG AIR,arefully! ac
2845,2818,174,53,5,42,45115.14,0.08,0.04,A,F,1995-02-12,1995-02-19,1995-03-13,COLLECT COD,MAIL,ar accounts wake carefully a
2846,2818,907,10,6,7,12655.3,0.06,0.03,R,F,1995-03-24,1995-03-09,1995-04-06,TAKE BACK RETURN,TRUCK,ly according to the r
2847,2819,691,92,1,17,27058.73,0.08,0.08,A,F,1994-07-16,1994-07-15,1994-07-17,TAKE BACK RETURN,RAIL,en deposits above the f
2848,2819,665,59,2,12,18787.92,0.03,0.08,R,F,1994-07-18,1994-06-24,1994-07-28,NONE,MAIL," regular, regular a"
2849,2819,50,26,3,28,26601.4,0.03,0.08,R,F,1994-05-09,1994-07-02,1994-05-15,NONE,RAIL,ckages sublate carefully closely regular 
2850,2819,1529,30,4,5,7152.6,0.0,0.02,R,F,1994-05-29,1994-06-12,1994-06-28,NONE,TRUCK, fluffily unusual foxes sleep caref
2851,2819,1992,81,5,6,11363.94,0.03,0.01,A,F,1994-07-22,1994-08-02,1994-07-29,NONE,REG AIR,eas after the carefully express pack
2852,2820,1732,59,1,23,37575.79,0.04,0.08,R,F,1994-07-10,1994-08-08,1994-07-21,NONE,MAIL, was furiously. deposits among the ironic
2853,2820,1258,70,2,33,38255.25,0.08,0.06,A,F,1994-07-07,1994-08-17,1994-08-02,DELIVER IN PERSON,AIR,carefully even pinto beans. 
2854,2820,1401,19,3,38,49491.2,0.03,0.08,A,F,1994-09-10,1994-08-07,1994-10-07,TAKE BACK RETURN,MAIL,ests despite the carefully unusual a
2855,2820,1963,8,4,40,74598.4,0.06,0.06,A,F,1994-08-08,1994-07-30,1994-08-21,TAKE BACK RETURN,REG AIR,g multipliers. final c
2856,2821,1809,39,1,4,6843.2,0.0,0.0,A,F,1993-09-15,1993-10-02,1993-09-17,TAKE BACK RETURN,TRUCK,nding foxes.
2857,2821,712,77,2,4,6450.84,0.09,0.0,A,F,1993-11-19,1993-09-20,1993-11-27,TAKE BACK RETURN,TRUCK,ual multipliers. final deposits cajol
2858,2821,1637,20,3,27,41543.01,0.01,0.01,A,F,1993-11-27,1993-10-11,1993-12-08,COLLECT COD,TRUCK,requests. blit
2859,2822,1508,49,1,39,54970.5,0.04,0.02,R,F,1993-09-11,1993-08-29,1993-09-18,NONE,MAIL,kly about the sly
2860,2823,858,92,1,45,79148.25,0.03,0.04,N,O,1995-12-28,1995-11-27,1996-01-02,DELIVER IN PERSON,SHIP,furiously special idea
2861,2823,1597,78,2,18,26974.62,0.0,0.03,N,O,1995-11-11,1995-10-30,1995-12-08,TAKE BACK RETURN,TRUCK, final deposits. furiously regular foxes u
2862,2823,1853,97,3,11,19303.35,0.07,0.02,N,O,1995-12-10,1995-11-24,1995-12-21,DELIVER IN PERSON,SHIP,bold requests nag blithely s
2863,2823,1389,66,4,48,61938.24,0.09,0.03,N,O,1995-11-21,1995-10-30,1995-11-27,NONE,SHIP,ously busily slow excus
2864,2823,990,59,5,18,34037.82,0.04,0.06,N,O,1995-11-09,1995-10-30,1995-11-19,NONE,AIR,eas. decoys cajole deposi
2865,2823,1225,100,6,20,22524.4,0.07,0.0,N,O,1995-11-13,1995-12-06,1995-12-07,NONE,MAIL,"its sleep between the unusual, ironic pac"
2866,2823,851,51,7,12,21022.2,0.02,0.04,N,O,1995-12-22,1995-11-20,1996-01-13,NONE,REG AIR,the slyly ironic dolphins; fin
2867,2848,643,75,1,44,67920.16,0.01,0.05,R,F,1992-04-14,1992-05-09,1992-04-19,DELIVER IN PERSON,MAIL,ions. slyly express instructions n
2868,2848,1645,46,2,8,12373.12,0.07,0.01,A,F,1992-03-21,1992-05-18,1992-04-07,DELIVER IN PERSON,TRUCK,". silent, final ideas sublate packages. ir"
2869,2848,1374,13,3,8,10202.96,0.07,0.08,A,F,1992-06-20,1992-04-12,1992-07-09,NONE,SHIP,sly regular foxes. 
2870,2848,1250,51,4,34,39142.5,0.02,0.08,A,F,1992-03-15,1992-04-24,1992-04-12,TAKE BACK RETURN,RAIL,ts along the blithely regu
2871,2848,1942,87,5,18,33190.92,0.07,0.03,R,F,1992-04-10,1992-06-01,1992-05-05,DELIVER IN PERSON,TRUCK,osits haggle. stealthily ironic packa
2872,2849,1539,80,1,16,23048.48,0.09,0.08,N,O,1996-05-20,1996-07-23,1996-06-18,NONE,TRUCK,. furiously regular requ
2873,2849,1869,56,2,39,69063.54,0.1,0.03,N,O,1996-05-22,1996-07-18,1996-06-05,TAKE BACK RETURN,SHIP,s sleep furiously silently regul
2874,2849,599,100,3,24,35990.16,0.01,0.05,N,O,1996-06-12,1996-07-10,1996-06-27,TAKE BACK RETURN,AIR,e slyly even asymptotes. slo
2875,2849,543,34,4,48,69289.92,0.05,0.02,N,O,1996-05-03,1996-06-05,1996-05-28,NONE,AIR,mong the carefully regular theodol
2876,2849,273,28,5,30,35198.1,0.1,0.06,N,O,1996-08-24,1996-07-08,1996-09-03,TAKE BACK RETURN,SHIP,ly. carefully silent
2877,2849,687,81,6,30,47630.4,0.06,0.07,N,O,1996-06-20,1996-07-23,1996-07-06,NONE,FOB,yly furiously even id
2878,2850,970,73,1,43,80451.71,0.02,0.05,N,O,1997-01-11,1996-11-03,1997-02-01,COLLECT COD,REG AIR,unusual accounts
2879,2850,1093,99,2,30,29822.7,0.09,0.01,N,O,1996-12-14,1996-11-29,1997-01-03,COLLECT COD,AIR,even ideas. busy pinto beans sleep above t
2880,2850,1048,49,3,49,46502.96,0.09,0.04,N,O,1996-10-07,1996-12-12,1996-10-12,TAKE BACK RETURN,MAIL, slyly unusual req
2881,2850,1984,17,4,4,7543.92,0.04,0.04,N,O,1996-10-28,1996-12-26,1996-11-07,COLLECT COD,RAIL,al deposits cajole carefully quickly 
2882,2851,1475,15,1,8,11011.76,0.09,0.03,N,O,1997-11-12,1997-11-22,1997-12-11,NONE,REG AIR,y special theodolites. carefully
2883,2852,1762,47,1,6,9982.56,0.01,0.01,R,F,1993-03-02,1993-04-11,1993-03-11,TAKE BACK RETURN,RAIL, accounts above the furiously un
2884,2852,401,89,2,24,31233.6,0.05,0.07,R,F,1993-01-18,1993-03-13,1993-02-14,DELIVER IN PERSON,MAIL, the blithe
2885,2852,1635,59,3,29,44562.27,0.09,0.05,R,F,1993-04-21,1993-03-22,1993-05-02,COLLECT COD,SHIP,lyly ironi
2886,2852,992,61,4,12,22715.88,0.08,0.02,A,F,1993-02-25,1993-03-24,1993-03-07,TAKE BACK RETURN,TRUCK,le. request
2887,2852,1532,73,5,28,40138.84,0.05,0.03,R,F,1993-02-08,1993-03-30,1993-02-11,NONE,MAIL,e accounts. caref
2888,2853,1389,28,1,14,18065.32,0.07,0.05,R,F,1994-05-16,1994-07-01,1994-05-27,NONE,TRUCK,oach slyly along t
2889,2853,1331,46,2,26,32040.58,0.06,0.01,R,F,1994-06-26,1994-06-05,1994-07-02,TAKE BACK RETURN,MAIL,dolphins wake slyly. blith
2890,2853,1727,70,3,40,65148.8,0.06,0.04,A,F,1994-08-06,1994-06-24,1994-08-29,NONE,RAIL,lyly. pearls cajole. final accounts ca
2891,2853,1313,28,4,20,24286.2,0.02,0.04,A,F,1994-08-30,1994-06-16,1994-09-06,TAKE BACK RETURN,TRUCK,e slyly silent foxes. express deposits sno
2892,2853,359,16,5,1,1259.35,0.08,0.05,R,F,1994-09-01,1994-06-27,1994-09-12,TAKE BACK RETURN,FOB,refully slyly quick packages. final c
2893,2854,1802,32,1,46,78374.8,0.0,0.04,A,F,1994-09-22,1994-08-02,1994-09-30,COLLECT COD,AIR,. furiously regular deposits across th
2894,2854,876,77,2,29,51529.23,0.09,0.07,R,F,1994-07-06,1994-08-26,1994-07-09,COLLECT COD,SHIP,y slyly ironic accounts. foxes haggle slyl
2895,2854,1592,33,3,20,29871.8,0.08,0.01,R,F,1994-09-18,1994-08-03,1994-10-12,COLLECT COD,AIR,rs impress after the deposits. 
2896,2854,1695,96,4,34,54287.46,0.06,0.03,A,F,1994-09-06,1994-08-07,1994-09-22,NONE,REG AIR,age carefully
2897,2854,1014,15,5,7,6405.07,0.03,0.06,A,F,1994-09-23,1994-08-14,1994-10-10,DELIVER IN PERSON,REG AIR, the pending
2898,2854,178,5,6,13,14016.21,0.04,0.03,R,F,1994-09-15,1994-08-18,1994-09-19,DELIVER IN PERSON,SHIP, excuses wak
2899,2855,323,80,1,50,61166.0,0.03,0.07,A,F,1993-05-20,1993-06-28,1993-06-16,TAKE BACK RETURN,TRUCK,beans. deposits 
2900,2880,341,98,1,40,49653.6,0.09,0.0,A,F,1992-05-26,1992-06-01,1992-05-31,COLLECT COD,TRUCK,even requests. quick
2901,2880,1389,4,2,26,33549.88,0.07,0.07,R,F,1992-04-12,1992-04-15,1992-04-28,NONE,RAIL,ully among the regular warthogs
2902,2880,1145,82,3,42,43937.88,0.01,0.01,R,F,1992-06-17,1992-05-29,1992-07-11,NONE,REG AIR,"ions. carefully final accounts are unusual,"
2903,2880,177,4,4,46,49549.82,0.02,0.02,A,F,1992-04-21,1992-06-05,1992-05-16,COLLECT COD,RAIL,eep quickly according to t
2904,2881,1794,37,1,16,27132.64,0.02,0.06,A,F,1992-06-21,1992-06-27,1992-07-03,TAKE BACK RETURN,TRUCK,usly bold 
2905,2881,92,93,2,1,992.09,0.09,0.03,A,F,1992-05-13,1992-07-21,1992-05-18,COLLECT COD,MAIL,final theodolites. quickly
2906,2881,921,90,3,21,38260.32,0.07,0.03,A,F,1992-05-28,1992-07-03,1992-06-02,TAKE BACK RETURN,SHIP,hely express Tiresias. final dependencies 
2907,2881,1399,14,4,7,9102.73,0.06,0.01,R,F,1992-08-03,1992-07-10,1992-08-27,NONE,REG AIR,ironic packages are carefully final ac
2908,2882,38,64,1,14,13132.42,0.09,0.02,N,O,1995-09-28,1995-11-11,1995-10-18,TAKE BACK RETURN,MAIL,kly. even requests w
2909,2882,411,99,2,30,39342.3,0.0,0.0,N,O,1995-10-15,1995-10-13,1995-10-25,NONE,REG AIR,among the furiously even theodolites. regu
2910,2882,1970,15,3,29,54287.13,0.1,0.08,N,O,1995-09-10,1995-11-01,1995-10-02,NONE,TRUCK,kages. furiously ironic
2911,2882,773,70,4,27,45191.79,0.06,0.02,N,O,1995-09-04,1995-11-11,1995-09-12,DELIVER IN PERSON,MAIL,rding to the regu
2912,2882,1339,40,5,32,39690.56,0.07,0.03,N,O,1995-10-21,1995-11-10,1995-11-01,COLLECT COD,RAIL,sts. quickly regular e
2913,2882,865,66,6,47,82995.42,0.06,0.03,N,O,1995-09-13,1995-09-21,1995-09-14,NONE,REG AIR,"l, special"
2914,2883,1,27,1,33,29733.0,0.08,0.07,R,F,1995-02-26,1995-03-04,1995-03-01,NONE,RAIL,s. final i
2915,2883,1244,45,2,27,30921.48,0.0,0.02,A,F,1995-03-12,1995-03-10,1995-04-04,TAKE BACK RETURN,REG AIR,s. brave pinto beans nag furiously
2916,2883,1887,17,3,47,84077.36,0.05,0.04,R,F,1995-01-29,1995-04-19,1995-02-05,DELIVER IN PERSON,SHIP,ep carefully ironic
2917,2883,975,78,4,23,43147.31,0.0,0.02,R,F,1995-02-03,1995-03-17,1995-02-19,TAKE BACK RETURN,AIR," even requests cajole. special, regular "
2918,2883,1945,34,5,36,66489.84,0.07,0.06,A,F,1995-05-02,1995-03-14,1995-05-30,COLLECT COD,MAIL,ests detect slyly special packages
2919,2884,705,6,1,41,65833.7,0.03,0.0,N,O,1998-01-02,1997-12-17,1998-01-20,DELIVER IN PERSON,TRUCK,ep. slyly even accounts a
2920,2884,1452,70,2,25,33836.25,0.09,0.08,N,O,1998-01-18,1997-12-06,1998-02-16,TAKE BACK RETURN,MAIL,onic theodolites with the instructi
2921,2884,252,53,3,8,9218.0,0.08,0.08,N,O,1997-11-30,1997-11-28,1997-12-14,COLLECT COD,TRUCK,pending accounts about 
2922,2885,31,82,1,6,5586.18,0.1,0.01,A,F,1993-01-05,1992-12-12,1993-01-19,COLLECT COD,FOB,ctions solve. slyly regular requests n
2923,2885,1120,21,2,4,4084.48,0.07,0.0,A,F,1992-10-09,1992-12-17,1992-11-04,TAKE BACK RETURN,SHIP, pending packages wake. 
2924,2885,8,59,3,45,40860.0,0.1,0.04,A,F,1992-12-24,1992-10-30,1993-01-04,NONE,SHIP,"ess ideas. regular, silen"
2925,2885,314,71,4,15,18214.65,0.03,0.04,R,F,1992-10-31,1992-11-24,1992-11-21,DELIVER IN PERSON,MAIL,odolites. boldly pending packages han
2926,2885,1742,85,5,43,70680.82,0.06,0.0,R,F,1992-11-17,1992-10-30,1992-12-04,DELIVER IN PERSON,SHIP,cial deposits use bold
2927,2885,1897,27,6,5,8994.45,0.01,0.02,R,F,1993-01-06,1992-11-13,1993-02-05,TAKE BACK RETURN,TRUCK,s. slyly express th
2928,2885,493,81,7,40,55739.6,0.05,0.03,A,F,1992-09-23,1992-11-15,1992-10-07,TAKE BACK RETURN,AIR, express depos
2929,2886,598,99,1,1,1498.59,0.09,0.05,A,F,1995-02-01,1994-12-18,1995-02-28,COLLECT COD,REG AIR,eposits fr
2930,2886,1839,40,2,38,66151.54,0.02,0.04,A,F,1995-01-21,1995-01-08,1995-01-30,NONE,SHIP,old requests along the fur
2931,2886,630,24,3,2,3061.26,0.04,0.07,A,F,1994-11-18,1995-01-31,1994-12-05,COLLECT COD,REG AIR,ar theodolites. e
2932,2886,1300,12,4,46,55259.8,0.03,0.08,A,F,1995-02-02,1995-01-26,1995-02-15,TAKE BACK RETURN,SHIP,ously final packages sleep blithely regular
2933,2887,656,19,1,11,17123.15,0.06,0.0,N,O,1997-07-08,1997-07-17,1997-07-15,COLLECT COD,SHIP,"ackages. unusual, speci"
2934,2887,1116,53,2,17,17290.87,0.0,0.08,N,O,1997-08-31,1997-07-04,1997-09-17,DELIVER IN PERSON,SHIP,fily final packages. regula
2935,2912,1215,90,1,8,8929.68,0.06,0.04,A,F,1992-04-09,1992-04-19,1992-04-26,NONE,RAIL,hs cajole over the slyl
2936,2912,1146,83,2,18,18848.52,0.0,0.08,R,F,1992-03-13,1992-04-19,1992-03-30,TAKE BACK RETURN,RAIL,unts cajole reg
2937,2913,1228,40,1,39,44039.58,0.06,0.04,N,O,1997-08-28,1997-09-27,1997-09-02,TAKE BACK RETURN,AIR,. final packages a
2938,2913,218,100,2,22,24600.62,0.1,0.07,N,O,1997-09-18,1997-08-11,1997-10-02,COLLECT COD,MAIL,riously pending realms. blithely even pac
2939,2913,1654,78,3,17,26446.05,0.07,0.04,N,O,1997-10-21,1997-09-25,1997-11-20,NONE,FOB,requests doze quickly. furious
2940,2913,1426,27,4,5,6637.1,0.1,0.07,N,O,1997-10-07,1997-08-25,1997-10-09,TAKE BACK RETURN,RAIL,"haggle. even, bold instructi"
2941,2913,149,76,5,13,13638.82,0.03,0.01,N,O,1997-10-02,1997-08-20,1997-10-26,COLLECT COD,MAIL,inos are carefully alongside of the bol
2942,2913,1678,61,6,35,55288.45,0.06,0.08,N,O,1997-08-30,1997-08-21,1997-09-03,COLLECT COD,MAIL,es. quickly even braids against
2943,2914,657,58,1,22,34268.3,0.05,0.06,R,F,1993-05-11,1993-04-09,1993-05-22,DELIVER IN PERSON,FOB, carefully about the fluffily ironic gifts
2944,2914,1622,5,2,25,38090.5,0.03,0.04,A,F,1993-05-14,1993-04-04,1993-05-22,NONE,SHIP,cross the carefully even accounts.
2945,2914,346,75,3,4,4985.36,0.0,0.05,R,F,1993-06-11,1993-04-09,1993-06-14,TAKE BACK RETURN,SHIP,s integrate. bold deposits sleep req
2946,2914,1204,5,4,9,9946.8,0.06,0.01,R,F,1993-06-17,1993-05-26,1993-06-19,NONE,REG AIR,s. carefully final foxes ar
2947,2915,1742,85,1,28,46024.72,0.1,0.02,R,F,1994-04-17,1994-06-09,1994-05-10,NONE,MAIL,yly special 
2948,2915,934,3,2,12,22019.16,0.0,0.03,A,F,1994-07-18,1994-06-11,1994-07-27,TAKE BACK RETURN,RAIL,accounts. slyly final
2949,2915,1355,94,3,15,18845.25,0.07,0.0,A,F,1994-05-01,1994-06-12,1994-05-15,DELIVER IN PERSON,TRUCK,al requests haggle furiousl
2950,2915,802,36,4,43,73220.4,0.06,0.05,R,F,1994-06-02,1994-05-24,1994-06-06,DELIVER IN PERSON,SHIP,into beans dazzle alongside of
2951,2916,826,60,1,21,36263.22,0.06,0.04,N,O,1996-03-11,1996-02-21,1996-03-30,NONE,REG AIR,uickly express ideas over the slyly even 
2952,2917,927,28,1,36,65805.12,0.1,0.01,N,O,1998-04-07,1998-02-23,1998-05-01,DELIVER IN PERSON,RAIL,usly ironic d
2953,2917,208,9,2,20,22164.0,0.06,0.03,N,O,1997-12-31,1998-01-22,1998-01-12,NONE,MAIL,slyly even ideas wa
2954,2917,894,94,3,4,7179.56,0.02,0.07,N,O,1998-01-10,1998-01-18,1998-02-08,TAKE BACK RETURN,REG AIR,s. unusual instruct
2955,2917,1669,93,4,5,7853.3,0.05,0.01,N,O,1997-12-16,1998-01-26,1998-01-07,NONE,RAIL,bove the furiously silent packages. pend
2956,2917,405,93,5,37,48299.8,0.04,0.01,N,O,1997-12-12,1998-02-03,1997-12-23,COLLECT COD,RAIL,dependencies. express 
2957,2917,1940,73,6,7,12893.58,0.05,0.01,N,O,1998-03-21,1998-03-03,1998-03-25,NONE,REG AIR,ly about the regular accounts. carefully pe
2958,2918,775,40,1,24,40218.48,0.1,0.03,N,O,1996-12-20,1996-10-28,1996-12-26,DELIVER IN PERSON,FOB, quickly. express requests haggle careful
2959,2919,1014,50,1,2,1830.02,0.03,0.05,R,F,1993-12-28,1994-02-23,1994-01-18,COLLECT COD,TRUCK,re slyly. regular ideas detect furiousl
